,cleaned_hm,ground_truth_category
11605,My daughter scored 2 goals at her Lacrosse game,affection
11606,We went to the grocery store after going to the trail and bought flowers.,leisure
11607,I had poptarts and a diet dew for breakfast!,enjoy_the_moment
11608,I went swimming,exercise
11609,I chatted with my friend.,bonding
11610,I made plans to have breakfast out with a friend.,bonding
11611,My girlfriend told me she loved me this morning.,affection
11612,My son went on his first job interview.,affection
11613,I got a really good night's sleep.,enjoy_the_moment
11614,I watched a movie with my partner and our daughter.,affection
11615,Yesterday a friend of mine who lives a few states away and that I don't get to see often says she is strongly considering coming home for Memorial Day. ,bonding
11616,"I read an article about the resident evil franchise being rebooted by James Wan, who is a favorite director of mine.",leisure
11617,my relatives celebrate my wedding day in a restaurant. that was a nice experience.,affection
11618,I finally got a lost package sent to my house by the USPS; it had been shuffled in the mail for over two weeks and it was only supposed to take 2 days.,achievement
11619,We all feel very motivated do our job the best way we can when we have a very good training program. Thereby you can receive better feedback  you can work more focused and you can improve your skills when you know you'll be rewarded.,achievement
11620,I had a tasty lunch that was satisfying and filling and easy.,enjoy_the_moment
11621,"I sat on the porch and read a book, which made me happy because I don't get to do that a lot. ",leisure
11622,I had a great lunch with my daughter and a few of her friends last weekend.  ,affection
11623,"My daughters played dress up last night, and really had fun and got along with each other without making a disastrous mess!",affection
11624,The neighbors cat came to visit us again.,affection
11625,I played soccer with my friends at a party.,bonding
11626,"My son helped me cook dinner last night, and he enjoyed having an important role!",affection
11627,I made my lunch to eat at work today and it came out very well.,achievement
11628,I PROPOSED MY LOVE,affection
11629,I got my upstairs cleaned up.,achievement
11630,I was named to lead a customer project at work.,achievement
11631,my father present a bike for my birthday and i enjoy the whole day with my parents. that was a wonderful moment ever.,affection
11632,My wife surprised me by making me a traditional South Indian dish that I'm extremely fond of.,affection
11633,My wife played a video game with me and we reached a milestone.,affection
11634,"I had a deep talk with my girlfriend about us, and it turned out pretty well. ",affection
11635,WHEN I SHARE A HEART FELT MOMENT OF JOY AND LAUGHER WITH MY FAMILY AND FRIENDS.,affection
11636,My husband really enjoyed the dinner that I made for him.,affection
11637,My flower garden is beginning to look better after a few days of wilting that began soon after planting.,nature
11638,I came home and found that my husband had created a new garden tower for our potatoes.,affection
11639,Yesterday I was happy when I played Morrowind.,leisure
11640,I was so happy today because I had French toast and eggs for breakfast. ,enjoy_the_moment
11641,She put leave today to our shop,achievement
11642,I talked to the tax department and the submitted my taxes for final review ,achievement
11643,Finishing reading a book that I have been reading for awhile now that I have been wanting to finish.  ,leisure
11644,Looking at the rain from my living room window makes me happy.,enjoy_the_moment
11645,I got to watch a humming bird buzz around my flowers. ,enjoy_the_moment
11646,When I graduated.,achievement
11647,"I got off work five minutes earlier than i usually do, and my commute was perfect.",achievement
11648,"I was able to clean my house a bit, while normally I do not like to do it, I was able to get it done.",achievement
11649,My niece (whom lives with us) finally broke up with her boyfriend. He is constantly arguing with her and it causes quite a bit of drama in our house. She is always crying and carrying on the way teenager girls do. She has reached the conclusion he likes to argue it makes him happy and her unhappy so she broke up with him and block him from all of her social media. Our home will be a peace for awhile.,affection
11650,A third company is requesting a job interview for me today,achievement
11651,Buying tickets to see the Cubs play the Giants. ,leisure
11652,I love have sex with my wife in my bed,affection
11653,I opened up the window and enjoyed the nice weather.,nature
11654,My dog walked for the first time after a run in with a few upset yellowjackets left her unable to walk with her back legs.,affection
11655,My husband and I cooked a meal together. It is time well spent.,affection
11656,I surpassed my daily work and earnings goal on my work platform.,achievement
11657,I bought a new car which made me happy,achievement
11658,My parents sold their house,affection
11659,I was able to get a workout in this morning before the kids woke up,exercise
11660,"I was having lunch with my family. Since my childhood we have a pattern in our home, first everybody at our home has lunch while my mother serves and while we are on our last Roti she too joins with her plate.I was little extra hungry. She had just joined with her plate along with my sister. I asked her for Roti. She said ""Wait I am making one for you"" and she left her seat.I held her hand and said, ""Mumma! I am in some cooking mood. You have food, I will make a roti for me"". She said, ""Why will you work in kitchen while I am here?""I said, ""I want to make a roti"" and I left my seat. Sister popped up saying, ""Have this roti from mummy's plate, complete your lunch and then make a roti for mumma.""I said, ""Well! You are falling for a dangerous act.Hahahahah."" I completed my lunch and started with roti, This was it! Previously I have cooked many times, but only for me. This was the first time I cooked for mother.I made a roti and served it to mother. She made 3 parts of it, one for my sister, one for my father and one for herself. They all had their parts and I was observing them with suspense about comments.Sister chuckled, Your wife is lucky, you can feed her deliciously. Father giggled, Your Gf must have said you to learn cooking this morning.Mother was little emotional, she said, My son has grown up. Roti is sweet! She was happy. Everyone was happy.It made me happy.",affection
11661,Watching Doctor Strange and other MCU movies instead of going to work.,leisure
11662,"The chocolate I ate later in the evening made my day, made me very happy.",enjoy_the_moment
11663,I gave my roommate a birthday present that he wasn't expecting.,bonding
11664,I received an unexpected check in the mail.,enjoy_the_moment
11665,Watched warriors advance to finals,leisure
11666,My friend is going to be bowling in the league I'll be in. I found that out yesterday. ,bonding
11667,In the last 24 hours I have felt happiness snuggling up to my daughter while we slept.,affection
11668,I Purchase New Shoe.,achievement
11669,Another event was I was able to see my son,affection
11670,I had some breakfast,enjoy_the_moment
11671,"My roommate cooked me my favorite dish, french toast, when I wasn't feeling so good.",bonding
11672,My husband came home from work and laid down next to me and we just chatted about our day.,affection
11673,My boyfriend gave me some money.,affection
11674, YESTERDAY MY HUSBAND AND MYSELF WENT TO THE AIR PORT TO RECEIVE MY DAUGHTER'S FAMILY WHO CAME FROM SINGAPORE FROM THEIR VACATION AFTER SEVEN DAYS AND AS SOON AS THEY CAME OUT FROM THE AIRPORT MY SEVEN YEAR OLD CUTE LITTLE GRAND DAUGHTER WHO WAS HOLDING HE MOM'S HAND LEFT HER MOM'S HOLDING AND SHE RAN TOWARDS VERY FAST AND GAVE US A HUG AND KISSED BOTH OF US AND THIS WAS THE VERY VERY HAPPY MOMENT BECAUSE THE BOND BETWEEN GRAND PARENTS AND GRAND CHILDREN ARE VERY VERY SPECIAL.,affection
11675,My wife and I managed to get a lot of packing done for our big move in 3 days.,affection
11676,We managed to save some more money by booking a cheaper but better tour.,achievement
11677,I GIFTED A GOLD CHAIN TO MY BROTHER BIRTHDAY,affection
11678,I went shopping ,leisure
11679,"I had to a really good time walking my dog after my cousin left, it was sunny all day.",affection
11680,Last night I Got the stolen laptop from the police after a long time,achievement
11681,Somebody at work complimented me on my hair cut. ,achievement
11682,I will soon get my masters too,achievement
11683,"Got a close parking spot at work, which means less walking in the sun for me cause it's super hot today!",achievement
11684,The happiest day of my life was when I got the chance to be one of the EMS. I felt like I was being carried away by them because the EMS are expert in lit as well as in linguistics. they are also taught to be a good citizen of our society.,enjoy_the_moment
11685,"My happiest moment in my life for my 28th birthday my daddy presented me a new smart phone surprisingly date day i was so exited....i can't forget date day in my life, date was my family first surprise given by my daddy..rest surprise given by my daddy",affection
11686,"the happiest movement is change to person to person and time
to time, as far as regarding my happiest movement is
concerned when i completed my high school, it is definitely
an unforgettable movement for me all my family members was
waiting my result, it was just momentum movement,",achievement
11687,"It means when we get the desired one in our life, that is the most happiest women. the happiest movement is change to person to person and time to tie, as far as regarding my moment is concerned when got admission in BA. I felt that I would not get better marks in that because, from 10th I studied in urdu medium but BA was in nan medium. But I didn't get nervous I studied harder I struggle more and practice more at the end I got highest marks in that. so it is the most happiest moment in my life according to me.",achievement
11688,A long positive conversations with my dad give me great confidence,affection
11689,I weighed myself on a scale and saw I lost a pound.,achievement
11690,I visited an elderly woman who has come to be very lonely in her old age. This made she and I both very happy.,bonding
11691,yesterday evening i purchased some cookies for my sister's daughter and i told her this matter and really happy to hear that then i am very happy to did this,affection
11692,My mom let me know she finally got a job offer after months of searching.,affection
11693,In the past 24 hours I went for shopping with my mom n sister n did lots of shopping ,affection
11694,I paid back a loan that I have been putting off.,achievement
11695,MY BROTHER BIRTHDAY CELEBRATED IN MY HOUSE,affection
11696,I had a good workout.,exercise
11697,"Looking at the woods at the edge of my yard. Listening to an owl hooting, and hooting back, and the owl continued the conversation.",nature
11698,MY BROTHER BIRTHDAY CELEBRATED IN MY HOUSE,affection
11699,My cat came in from the rain and let me dry her wet fur with a towel.,affection
11700,I met an old friend.,bonding
11701,I had a sound sleep,enjoy_the_moment
11702,My big dog just tried to get on the couch but got tangled up in a blanket instead and it was adorable.,affection
11703,I watched a DVD with my kids at their dance show.,affection
11704,I managed to finally finish a application I had been putting off for quite some time.,achievement
11705,A customer bought me in a free coffee which helped me since I was tired yesterday afternoon.,bonding
11706,Playing video games in the evening after not having enough free time to do so last week or over the weekend.,leisure
11707,I had dinner with my wife and watched tv.,affection
11708,I was able to surprise my son with one of those fidget spinners. I know that he liked to play with the neighbors and he wanted one I was able to find one that was inexpensive and have it shipped to the house. ,affection
11709,Won a table tennis match a series of 3 matches I won 2 matches ,achievement
11710,I got Master's qualification from Amazon Mturk.  I was very surprised and happy when I read the email and still can't believe it.  All my hard work has paid off!,achievement
11711,My friends came to my house today. We had a blast and I was  very happy.,bonding
11712,Won an awesome giveaway from a company I LOVE which is great because I needed some new shirts for my new job. ,achievement
11713,I WAS GONE WITH MU FRIENDS YESTERDAY..AT THAT TIME WE BOUGHT A LOT OF SNACKS...WE PLAY A LOT OF GAMES..AT THAT EVENING WE SAW A CHILDRENS.WE WERE VERY CUTE..I ENJOYED THIS MOMENT,bonding
11714,I found out my friend is following his dreams.,bonding
11715,"I'm reading a really great fantasy novel on my phone, so I can even read it while nursing the baby.  ",leisure
11716,"I went out with my family for dinner last night at our favorite restaurant, after receiving a surprise visit from my sister.",affection
11717,I got the news of my promotion to a higher post.,achievement
11718,My husband brought me a chocolate after he got out of work ,affection
11719,Birth of my Baby,affection
11720,I noticed that the new lawn I have laid has 'taken' and is starting to look good,achievement
11721,My mom brought me my favorite chocolate cake.,affection
11722,I finished cleaning my old apartment to officially move out.,achievement
11723,"Last night, my son with Down Syndrome said 2 words he's never said before!",affection
11724,I received my Anthony Rizzo Foundation shirt in the mail and it is extremely soft and comfortable.,achievement
11725,I had a good meeting at work yesterday. We came up with some guy ideas as a group that can help promote our new checking product. I walked away feeling proud and valued.,achievement
11726,My wife cooked a healthy and delicious meal for dinner.,affection
11727,I volunteered at my local library ,leisure
11728,I realized I only have to be in the office for two days next week. ,enjoy_the_moment
11729,i went to movie,leisure
11730,I WENT TO BROWSING CENTER,leisure
11731,"See the game of Nba golden state vs san antonio, eating pizza and drinking beer",leisure
11732,I WENT TO TEMPLE.,leisure
11733,I finished my work,achievement
11734,I WENT FOR SHOPPING AND GOT SOME GOOD TODAY,leisure
11735,I received a compliment at work.,achievement
11736,I was able to talk to my girlfriend for a few hours on the phone yesterday.,affection
11737,Sexual relations with my wife last night before bed.,affection
11738,On Amazon I bought a really nice Shih Tzu garden flag to give as a gift to my grandmother this weekend when I see her for our Memorial Day cookout.,affection
11739,Eating fried chicken. It was from my favorite fast-food restaurant.,enjoy_the_moment
11740,My friend has been working on publishing his first book for many years and it just came available to pre-order online.,bonding
11741,I was able to watch one of my favorite TV shows last night with my wife before bed.,affection
11742,It made me happy when my son won his baseball game.,affection
11743,"I had lunch at Del Taco, and I got a churro. They are delicious.",enjoy_the_moment
11744,At todays morning it was a practice group discussion competition taken by trainer of soft skill. And after that GD trainer appreciated and gives some tips for improvement. So that appreciation gives me happiness for some time,enjoy_the_moment
11745,"My daughter told me she loved me, and gave me a big hug and a kiss!",affection
11746,"Somehow I ended up with the best parents in the world. Iave always been grateful to have them, and I know that Iam the badass I am today in large part because of them.

Most people would consider themselves fortunate to have great parents. However, I ended up with the coolest grandparents ever, as well. My last living grandparent died more than 16 years ago, but I think of all of them often.

But I never had the opportunity to meet one of my grandparents. My dadas mom, Florence, died in 1979, six years before I was born. My grandpa George remarried shortly after my birth, and his second wife, a saintly, kind woman named Marie, became my grandma, and I loved her as much as all of my biological grandparents.

Iave often wondered about Grandma Florence though.
She was just fifty-seven years old when she died, and Iam ashamed to say that I donat remember if it was from ovarian cancer or cervical cancer. I think ovarian. Whatever the cause, she died way too young.

But just because I never met her doesnat mean that she hasnt had an impact on my life. She has probably impacted my life more than any other person who Iave never met. That might not make sense, but let me explain.

I donat remember how old I was when I learned that Grandpa George had a wife, and my dad had a mom, who Iad never met. I suspect I was six or seven-years-old, but I donat remember learning that information for the first time. It seems like something I always knew, even though Iam sure it isnat.

I remember seeing pictures of her, and once visiting her grave. My sisteras middle name is Florence, and I knew why.

The earliest impact that I recall Grandma Florence having on my life came one rainy night when I was nine or ten-years-old. My dad, my two sisters and I were in the car and joking around. I donat remember what we were talking about, but at some point the conversation turned to wishes. If we could have just one wish, what would it be?

Iam sure my sisters and I wished for common kid stuff: a million dollars, school to be canceled, a TV in my room. Real dumb stuff to waste a wish on.

And then we asked my dad what head wish for. And he said, aI wish my mom was still alive so she could meet you guys and see how proud I am of you.a

Holy cow.

The joking atmosphere in the car immediately became more somber, and I donat remember if any of us said anything. But I remember thinking to myself, aHe sure must love us if heas going to use his one wish for that.a

I knew he loved us. Despite his occasional moodiness, none of us ever questioned that we were the most important part of his life. He and my mom told us they loved us often, and that they were glad to have us. But his wish just seemed to kick things up a notch.

Since that night, whenever I think of Grandma Florence I think of that conversation in the car, and Iam reminded once again just how much my parents love us. And that never ending, unconditional love has provided so much support for me over the years that I have no doubt itas the foundation of every single positive thing I do in my life.

I think itas also the reason that I feel such a devotion to my kids and to my wife. I know how it feels to never have to wonder if anyone loves you completely and unconditionally. Iave known that all my life. And I want them to know it, also. I never want them to wonder if thereas anyone who loves them so completely.

In sixty-two days, on August 10, it will be the 100th anniversary of Grandma Florenceas birth. I donat know if anyone else has plans to celebrate it, but in my house well get an ice cream cake, and well sing Happy Birthday. And Iall tell my kids the few things I know about Grandma Florence, and Iall tell them the story of that night in the car.

And Iall do my best to make them feel as loved as I did when I heard my dadas wish.",affection
11747,Waking up this morning from an amazing dream had me in a great mood. I'm not a morning person in the slightest so it was a good change.,enjoy_the_moment
11748,I ate dumplings for dinner and they were delicious!,enjoy_the_moment
11749,When I rescued a puppy from a drowning car. ,achievement
11750,I had a date,achievement
11751,Seeing my daughter run to me when I got home,affection
11752,I got to drive a fancy company vehicle and get paid for it.,achievement
11753,YESTERDAY WHILE I WAS WATCHING THE TELEVISION I WAS VERY HAPPY BECAUSE I HAVE WATCHED MY FAVORITE MOVIE WHICH IS SHOWN IN TELEVISION WITH A DIGITAL MASTER REPRINT AND IT REMINDS OF MY CHILDHOOD MEMORIES.,leisure
11754,"I wrote a short essay of >1000 words yesterday, and enjoyed myself doing it. ",achievement
11755,My dog kissed my face this morning,affection
11756,"I found a cool denim jacket and I bought it. It's very soft, looks nice, and was a good price! I'm glad I found it. ",achievement
11757,I spoke with a friend who I had not spoken to in about 6 months  ,bonding
11758,My boss complimented my recent work.,achievement
11759,Got some long overdue yard work done,achievement
11760,I earned a large bonus on Mechanical Turk.,achievement
11761,My boss told me thanks for helping on a closing at work and that made me happy.,achievement
11762,"Drinking a ginger tea , thatas all there is , this week hasn't been very exciting or happy , in fact itas been rather tiring and stressful but itas fine , a cup of tea can fix anything.",leisure
11763,last month my wife told to me she become pregnant. so i am really happy to heart that all day.,affection
11764,My dad will be in town today so tonight I am going to meet up with him for dinner and get to see him for a bit.,affection
11765,"My toddler son accidentally ""passing gas"" while ""shaking his booty"" in the kitchen. ",affection
11766,I was happy because a friend called me so we can get together later this week.,bonding
11767,"My roommate cooked pancakes this morning, my favorite breakfast food! It was so good!",bonding
11768,"My happiest moment was when I gave birth to my son. After nine long months of waiting to meet him, at last that day came. I was just so happy, and its unexplainable!",affection
11769,"I played with my dogs last night, which is something that always makes me happy.",affection
11770,I had a long gossip with my friend and we were having fun.,bonding
11771,"My husband picked up pizza for dinner last night, and I didn't have to cook.",affection
11772,I actually woke up and started work early!,achievement
11773,Being able to rent and stream a documentary to my niece's TV hundreds of miles away that she wanted to see.,affection
11774,today i have attend an interview and got a job with good package. i felt really happy when i got my offer letter at my hand,achievement
11775,I got Masters qualification on Mturk,achievement
11776,I saw my children playing and having fun in the swimming pool.,affection
11777,A childhood friend came back from North Carolina to visit family,bonding
11778,Watching an excellent tv show.,leisure
11779,my relatives celebrate my wedding day in a restaurant. that was a nice experience.,affection
11780,I was facing a severe financial crunch which many didn't know about & I needed to book some train tickets. My mother somehow just out of the blue went ahead and booked my tickets as she also wanted to travel along with us.,affection
11781,I was happy when I made plans to see my sister later in the week. ,affection
11782,I had started walking at the park in the mornings. On this particular morning my cousine joined me. It made me feel happy to have company and someone to share in the laughs and jokes as we walked. we ended up walking for an hour and half,affection
11783,My brother sent me a funny text message and a short time later my uncle called to say hello from overseas where he's vacationing.,affection
11784,I won a small amount of money on a lottery ticket.,achievement
11785,I won $20 playing poker online.,achievement
11786,I got the oil changed in my car.,achievement
11787,Meatloaf was made for dinner. ,enjoy_the_moment
11788,"When I reached into my pocket today, I was super happy and surprised to have found a $20 bill in it.  ",achievement
11789,YESTERDAY I SAW MY CHILDHOOD FRIEND AFTER A LONG TIME.SO I WAS SO HAPPY AND WE ENJOYED A LOT.,bonding
11790,I felt happy when I got a call from an old friend I haven't talked to in a long time.,bonding
11791,ate a great steak,enjoy_the_moment
11792,Being in bed earlier than usual and getting to watch Shameless before I fell asleep.  ,enjoy_the_moment
11793,I had a good sweet tea for breakfast. ,enjoy_the_moment
11794,I celebrated my birthday with a few of my friends at the local bar last evening.,bonding
11795,I picked up overtime at work to gain more money.,achievement
11796,I cooked a delicious stir-fry dish.,achievement
11797,"It has rained the last couple of days, and I just noticed my flower seeds are finally coming up!",nature
11798,I did some yoga and it felt really good since I had been sitting all day and my body was tight and sore.,exercise
11799,Favorite show was on TV. ,leisure
11800,I found a free medical clinic that I can go to for free.,achievement
11801,An event that made me happy was going out to dinner with my sister and celebrating her birthday at one of our favorite restaurants.,affection
11802,A new episode of a television show that I enjoy aired and I watched it.,leisure
11803,"I was happy last night when making dinner with my husband along side of me, and enjoying each other's company. ",affection
11804,eat my favourite food idli,enjoy_the_moment
11805,"My son was rolling around on the floor giggling, hes only 6 months old, It was really cute and my daughter decided to do it with him and shes 2 so it was halarious to watch them rolling around together laughing.",affection
11806,There was a delicious breakfast provided at work today.,enjoy_the_moment
11807,Drinking a cup of coffee.,leisure
11808,Achieved the office target  and overflowing or the next month.,achievement
11809,I woke up and was able to buy myself coffee on my way to work.,enjoy_the_moment
11810,"The last small thing that made me surprisingly happy was spending time with my grandma.I went through a phase in my life where I wanted complete autonomy from my family. I felt crushed by the pressures of trying to pursue a career my family wanted from me rather than one I wanted for myself. So, I just wanted to break free from all of them and be as far away as I possibly could, even my grandma whom has been there for me every day for the first 12 years of my life.It wasn't until lately, that I realized the importance of family and how short life can be. My grandma is 96 years old, which means she has a limited time left on this beautiful planet. It made me really sad that I haven't made much effort to really spend time with her ever since she moved to her own home. Instead of spending my weekends with her, I chose to go out with friends, date around, sit at home on the computer browsing new music, and basically just waste my time.This weekend, I decided to change that. I called her and spent the entire day with her. Sunday morning, I came to her house, cooked us some pancakes (her favorite), we went to Temple, just like we did when I was a kid, and then we spent the rest of the day at the mall, browsing the stores. I didn't expect it to make me as happy as I had planned, but it really made my day. I'm really glad I did that and I certainly plan to spend a lot more time with her now.",affection
11811,Spending time with my family. ,affection
11812,I played fetch with my dog.,affection
11813,My husband submitted a document that could move us to our hometown. I am equally as excited and as I am ready for our next adventure. ,affection
11814,I went to tour for my family members.Very enjoyment for one day.,affection
11815,"Yesterday, I was placed in a volunteer program which is very competitive and will help me accomplish my future goals. ",achievement
11816,I made some coffee.,leisure
11817,I washed and folded 5 loads of laundry.,achievement
11818,I was able to catch up on some missed shows.,achievement
11819,An event that made me happy in the past 24 hours is playing Minecraft of my computer.,enjoy_the_moment
11820,"Listened to Sunny & Gabe's new song ""Vacay"".",leisure
11821,I watched video of an exciting rally.,leisure
11822,I went to college a re took a test and got a better test then last time. It made me feel good knowing that the studying wasnt completely useless.,achievement
11823,My friend passed Degree exam,achievement
11824,We hired a babysitter after a long time and had a date with my husband. ,affection
11825,I sat on the porch and listened to music.,leisure
11826,Thinking about my lover in evening and had some pleasant moments. How we met and spoke like that. Around 4 years of story.,affection
11827,My husband said something really sweet and helped take care of me when I didn't feel well.,affection
11828,It was nice to be able to have some time to myself to catch up  on my Bible reading.,leisure
11829,Having a ham dinner. It was delish!,enjoy_the_moment
11830,I took my dogs to the dog park.,affection
11831,I got to watch some anime with a friend finally!,bonding
11832,My husband came over to our rental property and helped me stage everything. ,affection
11833,The weather was perfect for me to mow my lawn when I got home from work.,nature
11834,My wife and I had dinner together,affection
11835,Seeing this HIT comes up makes me a little happy.,enjoy_the_moment
11836,I had a really good cup of coffee. ,enjoy_the_moment
11837,I received the information I needed early so that I can put together my weekly reports two days early.,achievement
11838,I got a new app on my phone.,achievement
11839,One of my favorite Twitch streamers was very funny during last night's stream.,leisure
11840,I have been working on Turk for a few weeks now and today was able to pay off a few things I wanted. It was great to ear.,achievement
11841,Achieved a new fitness goal of mine.,achievement
11842,I balanced my checkbook and found a 100 dollar error to my benefit!,achievement
11843,I found out that I got a few bonuses on Mturk. ,achievement
11844,Watching back to back episodes of Friends with my wife made me happy last night.,affection
11845,I got done with work early.,achievement
11846,It made me happy that my wife was home from her business trip. I picked her up and I was thrilled for her to be home.,affection
11847,I WENT TO COLLAGE.,achievement
11848,I ate ice cream,enjoy_the_moment
11849,Sharing a donut with daughter this morning,affection
11850,my father present a bike for my birthday and i enjoy the whole day with my parents. that was a wonderful moment ever.,affection
11851,my father present a bike for my birthday and i enjoy the whole day with my parents. that was a wonderful moment ever.,affection
11852,I joined a local senior center in order to take aerobics classes.,exercise
11853,I spent the morning with friends at the park.,bonding
11854,"My baby fully ate cereal, it was so satisfying when you baby completes his meal",affection
11855,It was one of the last times that all of us were together because shortly after that two of our group left to go abroad and they'll be there for about two years before they come back home.,bonding
11856,Earning masters qualification on amazon mturk last week ,achievement
11857,My son told a joke that made me laugh.,affection
11858,I ran for longer than I ever have while working out on the elliptical at the gym today and saw I burned over 500 calories!,exercise
11859,I had a work order to get my blinds in my apartment fixed so I could open them and look out. ,achievement
11860,I saw my grandparents and hung out with them,affection
11861,I bought a new chair for my living room.,achievement
11862,I found out that work would not be cutting back my hours as much as I thought,achievement
11863,I made $20 in one day on Amazon Mechanical Turk.,achievement
11864,I stitched a dress for my neighbour.,bonding
11865,I made a cake for the first time and it came out perfectly,achievement
11866,I successfully made a meal from a Blue Apron delivery box,achievement
11867,past 2 months ago i married my lover. she is a very cute girl and i love my wife very much.,affection
11868,I received Masters Qualification on Mturk.,achievement
11869,I talked with my girlfriend on the phone while I ran for an hour.,affection
11870,"Today, I went to the dentist for the first time in almost decade and minus a few cavities, my teeth have been in great shape and it's reassuring to know that all of my silly ""crunchy"" habits have been quite useful.",achievement
11871,"I watched me daughter read to, and play with, my parents. ",affection
11872,"When I realized there was a last remaining morsel of brie cheese in the fridge and I bit into it, I was happy.",enjoy_the_moment
11873,Got accepted for a job that makes more money than I ever have!,achievement
11874,Buying a new television ,achievement
11875,I learned that I'm home alone tonight.,leisure
11876,My significant other made dinner instead of myself making it.,affection
11877,"My daughter and I had a family session with her counselor today, and she seems to be making progress.",affection
11878,when i manage to deliver all my work in time,achievement
11879,I pretty much did nothing the whole day and still got compensated as I'm on a vacation right now.,achievement
11880,"My father stopped taking medicine that makes him very sleepy, so he is more coherent.",affection
11881,"I got a new car last week, a BMW.",achievement
11882,I am getting better from a bad sickness. ,enjoy_the_moment
11883,Getting my eyebrows done for free. This was a happy moment for me because the person didnt gave to service me for free but she did. Normally it would have cost $300 but i got it free so thar made me happy. Yea ,achievement
11884,When I arrived home from a hard day of work my dog jumped into my arms.,affection
11885,"It made me happy, that I was walking down the street and looked down and there was $ 20",enjoy_the_moment
11886,I bought a new computer on Amazon.,achievement
11887,My boyfriend took me to Steak & Shake for a late night treat when I was feeling sad.,affection
11888,My friend asked me if I would like to come to NYC and help run a comedy show with her.,bonding
11889,Watching the Yankees win their game,leisure
11890,This morning I took yet another trip to the garden center for plants that will go in my garden. ,nature
11891,I enjoyed a nice dinner with my wife at a pizza place,affection
11892,My best friend told me that she already found a job and starts on june 5,bonding
11893,I got to sleep in my own bed after several days of sleeping on a couch.,achievement
11894,Finally getting an appointment for surgery on my deviated septum made me happy. I will finally be able to breathe better.,achievement
11895,I got in a very good workout.,exercise
11896,My kids were able to get out of school early for their doctor appointments.,affection
11897,Speaking with my sister for the first time in a few months.,affection
11898,My sister and I ordered some flowers for a late Mother's Day gift for our mom and they just arrived and she really liked them.,affection
11899,My office gained a person. ,achievement
11900,I was feeling sick and took some oregano oil which made me feel better quickly. ,achievement
11901,I had a good conversation with my coworker. ,bonding
11902,I went the grocery store today and found 10 dollars in the parking lot. I was down to my last dollars.,enjoy_the_moment
11903,Last night I went to the cinema.,leisure
11904,I made plans to hang out with a friend.,bonding
11905,My grocery store had fresh cherries today!,achievement
11906,I drank a really good cup of coffee,enjoy_the_moment
11907,I went to Chipotle.,leisure
11908,My wife and I came to an agreement on a problem.,affection
11909,I took my wife out last night for an ice cream treat.,affection
11910,I booked a flight to go see my granddaughter in Montana.,affection
11911,I was happy when my spouse cooked me my favorite dinner.,affection
11912,I upgraded my iPhone to a new one.,achievement
11913,I watched a video on Youtube that had several celebrities that I liked playing a board game I want to get.,leisure
11914,"I watched Sleepless in Seattle with my girlfriend and we cuddled in bed while watching it with chips, salsa, and wine.",affection
11915,Getting to video chat with my long distance boyfriend.  It's been awhile and it was nice to sit down and talk.,affection
11916,"my happy moment was in my brother marriage celebrations that am feel very happy, that moment was sweet moment in my life ",affection
11917,My nephew told me he liked spending time with me yesterday. I felt appreciated by him!,affection
11918,I did well in a video game. Winning faster than usual.,leisure
11919,My ebay auction item sold right away.,achievement
11920,Completing this hit makes me happy as I reflect on all the positive things in my life!,achievement
11921,Recently I had put on extra weight but found out that I had lost four pounds at the gym.,exercise
11922,my boyfriend ordered me a brand new galaxy s8.,affection
11923,My cousin gave birth to a baby girl. ,affection
11924,"I got laid this morning why lie,",leisure
11925,I came home and my fiancee was at home cleaning.  I went up to her and gave her a kiss.,affection
11926,Went to go and watch a movie with my younger brother. It was a solid movie (Alien Covenant).,affection
11927,My baby started crawling today. ,affection
11928,"My cord for my external hard drive came, so I can next making it work.",achievement
11929,I was doing really well at a video game on my smartphone and advancing through hard levels with ease.,leisure
11930,"Having to sleep in a different room because my daughter was acting up, I was happy and surprised to see my wife come in right before I was about to turn in to sleep to bid me good night",affection
11931,Traffic was good on my way to work so I was able to make up some time and ended up getting in on time instead of running late. ,achievement
11932,My son was able to solve the Rubix cube twice by watching in youtube.,achievement
11933,An event that happened in the past 24 hours was watching my long time girlfriend finally graduate college and get her BA degree from a good school.,affection
11934,"1. My house was hit by a pickup truck. The truck came through my bedroom but, even though I was sleeping in the room, I was not hurt and the driver of the truck was not hurt. It made me happy that everyone was okay.

",enjoy_the_moment
11935,This morning the first sip of coffee was almost magical!,enjoy_the_moment
11936,I had a busy day at work this morning and made a lot of money.,achievement
11937,I played soccer with my office colleagues after a very long time. It was fun and enjoyable. I felt very happy.,bonding
11938,Put my 9 month old daughter to bed without any fussiness or issues.,affection
11939,Went to the Scottsdale Contemporary Art Museum and saw and exhibit I liked.,enjoy_the_moment
11940,My girlfriend got a job,achievement
11941,The insurance company I've been dealing with finally sent a check to reimburse me.,achievement
11942,I made a large cappucino.,achievement
11943,I was happy when I had dinner with my girlfriend during yesterday. ,affection
11944,"I turned 30 years old yesterday. Pretty big deal to no longer be in my 20s, but I am embracing it.",enjoy_the_moment
11945,A small even that made me happy was my company providing a pizza lunch during work hours.,achievement
11946,I took my 9 month old daughter to the park today since it was a beautiful day.,affection
11947,I had a great work day yesterday. It was stress free and I got a lot done.,achievement
